Requisition_ID,Department,Open_Date,Time_To_Fill_Days,Candidate_Count,Offer_Accepted,Hire_Date,Hiring_Manager
REQ01451,Safety & Compliance,2023-01-11,43,89,Yes,2023-02-23,MGR0173
REQ01452,Operations,2025-09-22,29,59,Yes,2025-10-21,MGR0197
REQ01453,HR,2023-09-15,73,90,Yes,2023-11-27,MGR0168
REQ01454,HR,2025-04-10,67,108,No,2025-06-16,MGR0197
REQ01455,Maintenance,2025-07-31,47,26,Yes,2025-09-16,MGR0208
REQ01456,HR,2023-02-01,60,45,No,2023-04-02,MGR0058
REQ01457,Operations,2023-10-06,57,72,No,2023-12-02,MGR0076
REQ01458,IT,2024-07-31,70,51,Yes,2024-10-09,MGR0098
REQ01459,Maintenance,2023-09-05,33,79,Yes,2023-10-08,MGR0287
REQ01460,Operations,2025-11-08,69,10,No,2026-01-16,MGR0268
REQ01461,Operations,2024-07-07,30,93,Yes,2024-08-06,MGR0118
REQ01462,Customer Service,2025-09-23,22,60,Yes,2025-10-15,MGR0068
REQ01463,HR,2023-11-06,26,132,Yes,2023-12-02,MGR0060
REQ01464,Maintenance,2023-01-14,30,71,No,2023-02-13,MGR0186
REQ01465,Maintenance,2023-11-30,37,130,Yes,2024-01-06,MGR0258
REQ01466,Operations,2023-05-13,26,10,Yes,2023-06-08,MGR0023
REQ01467,Operations,2024-02-27,75,137,Yes,2024-05-12,MGR0073
REQ01468,Operations,2024-01-10,60,39,Yes,2024-03-10,MGR0051
REQ01469,IT,2024-07-29,79,92,No,2024-10-16,MGR0127
REQ01470,Finance,2023-08-26,28,50,Yes,2023-09-23,MGR0126
REQ01471,Planning,2023-09-19,116,52,Yes,2024-01-13,MGR0028
REQ01472,Customer Service,2025-06-13,39,91,Yes,2025-07-22,MGR0171
REQ01473,Operations,2023-09-13,68,149,Yes,2023-11-20,MGR0169
REQ01474,Operations,2024-12-30,63,26,Yes,2025-03-03,MGR0188
REQ01475,Finance,2024-08-17,45,127,Yes,2024-10-01,MGR0164
REQ01476,Operations,2024-04-01,62,128,Yes,2024-06-02,MGR0209
REQ01477,Operations,2024-07-30,67,131,Yes,2024-10-05,MGR0003
REQ01478,Operations,2024-09-18,50,96,Yes,2024-11-07,MGR0060
REQ01479,Operations,2024-04-24,68,107,No,2024-07-01,MGR0165
REQ01480,HR,2024-02-04,64,51,Yes,2024-04-08,MGR0132
REQ01481,Customer Service,2023-08-17,28,70,Yes,2023-09-14,MGR0225
REQ01482,Customer Service,2025-09-28,70,71,Yes,2025-12-07,MGR0265
REQ01483,Finance,2024-01-16,24,21,No,2024-02-09,MGR0255
REQ01484,Customer Service,2024-10-24,54,115,No,2024-12-17,MGR0061
REQ01485,Customer Service,2025-02-04,73,102,Yes,2025-04-18,MGR0032
REQ01486,Operations,2025-02-18,23,26,No,2025-03-13,MGR0126
REQ01487,IT,2025-03-27,64,18,Yes,2025-05-30,MGR0288
REQ01488,Operations,2024-05-13,43,130,Yes,2024-06-25,MGR0047
REQ01489,Operations,2024-12-14,31,64,Yes,2025-01-14,MGR0170
REQ01490,Safety & Compliance,2025-12-03,36,46,Yes,2026-01-08,MGR0244
REQ01491,Operations,2025-11-17,44,141,Yes,2025-12-31,MGR0164
REQ01492,HR,2023-10-06,50,87,Yes,2023-11-25,MGR0083
REQ01493,IT,2025-02-19,67,108,Yes,2025-04-27,MGR0187
REQ01494,Customer Service,2023-10-18,61,48,Yes,2023-12-18,MGR0139
REQ01495,Finance,2023-04-22,20,125,Yes,2023-05-12,MGR0196
REQ01496,Operations,2024-04-10,42,38,Yes,2024-05-22,MGR0244
REQ01497,Maintenance,2024-01-04,46,116,Yes,2024-02-19,MGR0059
REQ01498,Operations,2023-08-25,65,84,Yes,2023-10-29,MGR0213
REQ01499,IT,2023-06-01,118,136,No,2023-09-27,MGR0126
REQ01500,Operations,2023-05-03,50,26,Yes,2023-06-22,MGR0020
REQ01501,Maintenance,2024-06-10,61,63,Yes,2024-08-10,MGR0038
REQ01502,IT,2025-09-30,112,15,Yes,2026-01-20,MGR0139
REQ01503,Operations,2024-05-20,56,122,Yes,2024-07-15,MGR0229
REQ01504,Maintenance,2025-01-16,20,138,Yes,2025-02-05,MGR0148
REQ01505,Operations,2023-05-25,33,96,Yes,2023-06-27,MGR0105
REQ01506,HR,2023-06-01,56,128,No,2023-07-27,MGR0181
REQ01507,Operations,2023-10-21,30,69,No,2023-11-20,MGR0208
REQ01508,Operations,2023-11-16,22,126,Yes,2023-12-08,MGR0103
REQ01509,Operations,2023-08-21,32,60,Yes,2023-09-22,MGR0193
REQ01510,Planning,2024-01-24,83,17,Yes,2024-04-16,MGR0184
REQ01511,Maintenance,2023-11-27,69,56,Yes,2024-02-04,MGR0114
REQ01512,Operations,2025-08-16,18,119,No,2025-09-03,MGR0266
REQ01513,Planning,2023-08-29,98,27,No,2023-12-05,MGR0291
REQ01514,Safety & Compliance,2023-07-04,40,150,No,2023-08-13,MGR0189
REQ01515,Finance,2024-10-08,20,120,Yes,2024-10-28,MGR0078
REQ01516,IT,2025-01-01,76,146,No,2025-03-18,MGR0206
REQ01517,Planning,2023-05-15,49,90,No,2023-07-03,MGR0070
REQ01518,Operations,2024-02-04,57,91,Yes,2024-04-01,MGR0254
REQ01519,Maintenance,2023-04-14,20,123,Yes,2023-05-04,MGR0244
REQ01520,Customer Service,2025-11-16,63,140,Yes,2026-01-18,MGR0104
REQ01521,HR,2024-09-13,66,30,Yes,2024-11-18,MGR0298
REQ01522,Operations,2023-11-19,36,44,Yes,2023-12-25,MGR0248
REQ01523,Operations,2023-04-19,37,95,Yes,2023-05-26,MGR0170
REQ01524,Finance,2023-09-05,63,112,No,2023-11-07,MGR0162
REQ01525,Finance,2024-05-20,25,139,Yes,2024-06-14,MGR0026
REQ01526,Customer Service,2024-08-14,39,120,Yes,2024-09-22,MGR0131
REQ01527,Maintenance,2025-01-05,62,150,Yes,2025-03-08,MGR0194
REQ01528,Planning,2023-11-04,117,135,Yes,2024-02-29,MGR0080
REQ01529,Maintenance,2023-07-12,53,137,Yes,2023-09-03,MGR0188
REQ01530,Customer Service,2025-10-01,47,15,Yes,2025-11-17,MGR0151
REQ01531,Finance,2024-07-05,70,14,Yes,2024-09-13,MGR0070
REQ01532,Operations,2023-09-10,64,74,Yes,2023-11-13,MGR0146
REQ01533,Operations,2024-09-26,41,122,Yes,2024-11-06,MGR0036
REQ01534,Customer Service,2023-03-04,27,42,Yes,2023-03-31,MGR0284
REQ01535,HR,2025-09-08,60,136,Yes,2025-11-07,MGR0185
REQ01536,Customer Service,2023-02-12,63,90,Yes,2023-04-16,MGR0019
REQ01537,Maintenance,2023-04-22,25,85,Yes,2023-05-17,MGR0187
REQ01538,Operations,2024-02-29,25,118,Yes,2024-03-25,MGR0078
REQ01539,Operations,2024-12-15,49,33,Yes,2025-02-02,MGR0146
REQ01540,Customer Service,2025-10-23,68,47,Yes,2025-12-30,MGR0059
REQ01541,IT,2025-08-09,74,13,Yes,2025-10-22,MGR0240
REQ01542,Maintenance,2023-02-14,52,49,Yes,2023-04-07,MGR0036
REQ01543,Maintenance,2024-03-16,40,26,Yes,2024-04-25,MGR0275
REQ01544,Operations,2024-02-18,69,112,Yes,2024-04-27,MGR0214
REQ01545,Maintenance,2025-03-16,31,84,Yes,2025-04-16,MGR0289
REQ01546,Operations,2025-10-14,64,148,Yes,2025-12-17,MGR0114
REQ01547,Safety & Compliance,2023-05-15,52,131,Yes,2023-07-06,MGR0259
REQ01548,Maintenance,2025-02-23,65,143,Yes,2025-04-29,MGR0009
REQ01549,Maintenance,2024-12-09,60,65,Yes,2025-02-07,MGR0133
REQ01550,Customer Service,2023-12-17,49,52,Yes,2024-02-04,MGR0014
REQ01551,Customer Service,2025-06-02,31,23,No,2025-07-03,MGR0138
REQ01552,Operations,2024-02-04,49,22,Yes,2024-03-24,MGR0035
REQ01553,IT,2025-03-02,50,39,No,2025-04-21,MGR0149
REQ01554,Operations,2025-10-12,58,86,Yes,2025-12-09,MGR0097
REQ01555,Operations,2024-03-18,53,139,Yes,2024-05-10,MGR0216
REQ01556,IT,2023-09-04,109,92,Yes,2023-12-22,MGR0218
REQ01557,Customer Service,2025-07-16,70,128,Yes,2025-09-24,MGR0021
REQ01558,Operations,2024-12-18,52,26,Yes,2025-02-08,MGR0014
REQ01559,Operations,2024-04-05,52,95,Yes,2024-05-27,MGR0080
REQ01560,Operations,2023-01-03,47,146,Yes,2023-02-19,MGR0297
REQ01561,Maintenance,2025-06-21,20,84,Yes,2025-07-11,MGR0234
REQ01562,Customer Service,2024-07-24,28,72,Yes,2024-08-21,MGR0168
REQ01563,Safety & Compliance,2023-09-08,61,58,Yes,2023-11-08,MGR0087
REQ01564,Operations,2024-01-08,18,62,Yes,2024-01-26,MGR0057
REQ01565,Operations,2023-01-31,37,42,Yes,2023-03-09,MGR0107
REQ01566,Operations,2025-12-22,34,77,Yes,2026-01-25,MGR0172
REQ01567,Operations,2025-11-17,51,82,No,2026-01-07,MGR0010
REQ01568,Safety & Compliance,2025-10-16,52,96,Yes,2025-12-07,MGR0017
REQ01569,Maintenance,2024-08-22,54,135,Yes,2024-10-15,MGR0270
REQ01570,Customer Service,2025-05-11,37,146,No,2025-06-17,MGR0174
REQ01571,IT,2024-11-11,116,33,Yes,2025-03-07,MGR0177
REQ01572,Operations,2025-10-06,30,27,No,2025-11-05,MGR0163
REQ01573,Maintenance,2023-04-29,47,36,No,2023-06-15,MGR0046
REQ01574,Operations,2024-11-24,70,123,Yes,2025-02-02,MGR0130
REQ01575,Operations,2024-08-02,24,46,No,2024-08-26,MGR0260
REQ01576,IT,2025-03-06,83,46,Yes,2025-05-28,MGR0088
REQ01577,Operations,2024-10-10,75,100,Yes,2024-12-24,MGR0034
REQ01578,Operations,2023-08-12,46,23,Yes,2023-09-27,MGR0258
REQ01579,Maintenance,2025-10-06,58,78,Yes,2025-12-03,MGR0199
REQ01580,Finance,2023-03-06,75,71,Yes,2023-05-20,MGR0077
REQ01581,Customer Service,2024-07-17,45,134,Yes,2024-08-31,MGR0001
REQ01582,Operations,2025-06-24,66,8,Yes,2025-08-29,MGR0189
REQ01583,IT,2024-12-08,102,67,Yes,2025-03-20,MGR0064
REQ01584,Operations,2024-03-02,39,93,Yes,2024-04-10,MGR0110
REQ01585,Maintenance,2023-07-18,33,27,Yes,2023-08-20,MGR0003
REQ01586,Maintenance,2025-12-09,70,149,Yes,2026-02-17,MGR0023
REQ01587,HR,2024-04-03,70,71,No,2024-06-12,MGR0043
REQ01588,HR,2023-02-04,55,16,Yes,2023-03-31,MGR0179
REQ01589,Planning,2023-04-12,60,127,Yes,2023-06-11,MGR0110
REQ01590,Maintenance,2025-04-14,43,140,Yes,2025-05-27,MGR0268
REQ01591,IT,2025-08-21,75,8,Yes,2025-11-04,MGR0261
REQ01592,Maintenance,2025-09-21,38,54,Yes,2025-10-29,MGR0285
REQ01593,Operations,2023-11-18,61,72,Yes,2024-01-18,MGR0234
REQ01594,Operations,2024-08-12,35,35,Yes,2024-09-16,MGR0218
REQ01595,IT,2023-06-07,70,132,Yes,2023-08-16,MGR0130
REQ01596,Customer Service,2023-12-21,30,108,Yes,2024-01-20,MGR0216
REQ01597,Maintenance,2025-09-23,71,70,Yes,2025-12-03,MGR0247
REQ01598,Maintenance,2024-11-19,39,63,Yes,2024-12-28,MGR0178
REQ01599,IT,2025-01-02,101,72,Yes,2025-04-13,MGR0113
REQ01600,Operations,2025-11-12,70,131,Yes,2026-01-21,MGR0161
REQ01601,IT,2024-11-20,89,138,Yes,2025-02-17,MGR0199
REQ01602,Operations,2025-03-31,20,98,Yes,2025-04-20,MGR0148
REQ01603,Operations,2024-08-30,70,89,No,2024-11-08,MGR0193
REQ01604,Maintenance,2023-01-06,30,73,Yes,2023-02-05,MGR0121
REQ01605,IT,2025-04-23,62,109,Yes,2025-06-24,MGR0265
REQ01606,Maintenance,2025-04-12,52,12,Yes,2025-06-03,MGR0202
REQ01607,Customer Service,2024-09-24,62,25,Yes,2024-11-25,MGR0192
REQ01608,Maintenance,2024-11-06,56,87,Yes,2025-01-01,MGR0269
REQ01609,Operations,2025-03-29,32,112,Yes,2025-04-30,MGR0264
REQ01610,HR,2023-03-09,48,140,No,2023-04-26,MGR0042
REQ01611,Safety & Compliance,2023-12-27,26,35,Yes,2024-01-22,MGR0060
REQ01612,Operations,2023-01-11,63,18,Yes,2023-03-15,MGR0222
REQ01613,Finance,2024-07-18,55,126,No,2024-09-11,MGR0231
REQ01614,Customer Service,2025-10-15,69,141,Yes,2025-12-23,MGR0042
REQ01615,Maintenance,2025-02-11,32,108,Yes,2025-03-15,MGR0083
REQ01616,Safety & Compliance,2024-03-23,52,29,Yes,2024-05-14,MGR0190
REQ01617,Operations,2025-06-13,25,147,Yes,2025-07-08,MGR0249
REQ01618,Finance,2025-04-08,48,38,No,2025-05-26,MGR0204
REQ01619,Operations,2024-03-28,30,38,Yes,2024-04-27,MGR0077
REQ01620,IT,2025-04-18,97,106,Yes,2025-07-24,MGR0152
REQ01621,Planning,2024-07-27,64,102,Yes,2024-09-29,MGR0223
REQ01622,Operations,2025-01-17,73,52,No,2025-03-31,MGR0087
REQ01623,Customer Service,2025-10-24,56,70,No,2025-12-19,MGR0018
REQ01624,Operations,2023-07-06,54,121,Yes,2023-08-29,MGR0221
REQ01625,Customer Service,2025-03-30,69,87,Yes,2025-06-07,MGR0022
REQ01626,IT,2025-02-18,101,96,Yes,2025-05-30,MGR0261
REQ01627,Operations,2025-06-26,33,30,Yes,2025-07-29,MGR0085
REQ01628,Operations,2025-06-20,57,122,Yes,2025-08-16,MGR0112
REQ01629,Finance,2025-01-05,57,84,Yes,2025-03-03,MGR0296
REQ01630,Maintenance,2024-12-19,69,61,Yes,2025-02-26,MGR0211
REQ01631,Maintenance,2024-10-31,41,58,Yes,2024-12-11,MGR0100
REQ01632,Operations,2023-05-01,38,126,Yes,2023-06-08,MGR0038
REQ01633,Operations,2023-10-26,61,119,Yes,2023-12-26,MGR0161
REQ01634,Operations,2024-01-07,35,93,Yes,2024-02-11,MGR0016
REQ01635,Operations,2024-11-23,44,29,Yes,2025-01-06,MGR0023
REQ01636,Maintenance,2025-02-23,53,144,No,2025-04-17,MGR0194
REQ01637,Maintenance,2023-08-30,50,120,Yes,2023-10-19,MGR0256
REQ01638,Operations,2023-03-10,48,85,Yes,2023-04-27,MGR0245
REQ01639,Operations,2025-04-01,54,99,Yes,2025-05-25,MGR0117
REQ01640,IT,2024-04-29,79,32,Yes,2024-07-17,MGR0287
REQ01641,Finance,2023-12-19,40,99,Yes,2024-01-28,MGR0125
REQ01642,Maintenance,2025-04-08,50,66,Yes,2025-05-28,MGR0089
REQ01643,Planning,2023-07-27,78,17,No,2023-10-13,MGR0072
REQ01644,Maintenance,2025-07-07,41,126,Yes,2025-08-17,MGR0260
REQ01645,Operations,2023-09-28,73,19,Yes,2023-12-10,MGR0024
REQ01646,IT,2025-10-20,72,87,No,2025-12-31,MGR0286
REQ01647,Customer Service,2024-04-09,43,53,Yes,2024-05-22,MGR0133
REQ01648,Customer Service,2025-03-12,37,148,Yes,2025-04-18,MGR0243
REQ01649,Operations,2023-09-29,41,9,Yes,2023-11-09,MGR0010
REQ01650,Maintenance,2024-05-24,47,127,Yes,2024-07-10,MGR0226
REQ01651,Finance,2024-04-17,71,33,Yes,2024-06-27,MGR0045
REQ01652,Operations,2025-02-06,35,64,Yes,2025-03-13,MGR0026
REQ01653,IT,2023-11-17,118,53,Yes,2024-03-14,MGR0108
REQ01654,IT,2024-11-14,97,48,Yes,2025-02-19,MGR0275
REQ01655,IT,2023-12-24,115,78,Yes,2024-04-17,MGR0026
REQ01656,IT,2025-08-16,45,90,Yes,2025-09-30,MGR0119
REQ01657,Customer Service,2023-10-04,18,52,Yes,2023-10-22,MGR0011
REQ01658,Operations,2023-05-15,47,57,Yes,2023-07-01,MGR0030
REQ01659,Finance,2025-02-10,42,119,Yes,2025-03-24,MGR0214
REQ01660,Maintenance,2025-10-01,70,80,Yes,2025-12-10,MGR0298
REQ01661,Customer Service,2024-01-17,46,111,No,2024-03-03,MGR0180
REQ01662,Operations,2024-02-29,20,58,Yes,2024-03-20,MGR0170
REQ01663,Customer Service,2024-10-26,53,117,No,2024-12-18,MGR0013
REQ01664,Operations,2024-06-19,57,127,Yes,2024-08-15,MGR0157
REQ01665,Maintenance,2023-11-03,73,47,No,2024-01-15,MGR0268
REQ01666,Customer Service,2024-08-10,57,75,Yes,2024-10-06,MGR0200
REQ01667,Operations,2024-02-21,33,28,Yes,2024-03-25,MGR0029
REQ01668,Operations,2024-02-23,65,58,Yes,2024-04-28,MGR0262
REQ01669,Operations,2024-10-28,50,47,Yes,2024-12-17,MGR0126
REQ01670,IT,2025-01-13,93,14,Yes,2025-04-16,MGR0048
REQ01671,Customer Service,2024-08-15,67,98,Yes,2024-10-21,MGR0055
REQ01672,IT,2024-02-28,64,34,Yes,2024-05-02,MGR0122
REQ01673,Operations,2023-11-01,49,35,Yes,2023-12-20,MGR0186
REQ01674,Operations,2025-08-16,74,113,Yes,2025-10-29,MGR0141
REQ01675,Safety & Compliance,2024-08-25,38,136,Yes,2024-10-02,MGR0094
REQ01676,Safety & Compliance,2023-08-24,21,148,Yes,2023-09-14,MGR0004
REQ01677,Safety & Compliance,2024-02-06,49,73,Yes,2024-03-26,MGR0184
REQ01678,Planning,2025-12-12,111,134,No,2026-04-02,MGR0001
REQ01679,Planning,2024-08-14,54,42,Yes,2024-10-07,MGR0067
REQ01680,Maintenance,2023-03-09,18,125,No,2023-03-27,MGR0090
REQ01681,Customer Service,2025-06-05,34,41,No,2025-07-09,MGR0028
REQ01682,Maintenance,2024-04-16,44,29,Yes,2024-05-30,MGR0062
REQ01683,Maintenance,2025-10-08,47,103,Yes,2025-11-24,MGR0194
REQ01684,Planning,2024-08-07,70,70,Yes,2024-10-16,MGR0099
REQ01685,Safety & Compliance,2025-05-08,19,31,Yes,2025-05-27,MGR0188
REQ01686,Finance,2023-12-05,44,91,Yes,2024-01-18,MGR0203
REQ01687,Operations,2023-06-25,47,44,No,2023-08-11,MGR0266
REQ01688,Customer Service,2023-07-13,45,110,Yes,2023-08-27,MGR0134
REQ01689,Operations,2025-02-10,28,122,No,2025-03-10,MGR0267
REQ01690,Planning,2023-03-26,105,114,Yes,2023-07-09,MGR0253
REQ01691,Operations,2023-03-07,68,129,Yes,2023-05-14,MGR0237
REQ01692,Customer Service,2023-04-13,47,119,Yes,2023-05-30,MGR0194
REQ01693,Operations,2023-10-13,26,24,Yes,2023-11-08,MGR0248
REQ01694,Operations,2024-07-25,55,140,Yes,2024-09-18,MGR0275
REQ01695,Customer Service,2023-12-24,22,91,No,2024-01-15,MGR0123
REQ01696,Maintenance,2025-04-05,55,46,Yes,2025-05-30,MGR0034
REQ01697,Customer Service,2025-01-16,47,56,Yes,2025-03-04,MGR0298
REQ01698,Operations,2024-03-15,31,138,No,2024-04-15,MGR0208
REQ01699,Operations,2024-11-17,74,11,Yes,2025-01-30,MGR0141
REQ01700,Maintenance,2024-07-30,36,109,Yes,2024-09-04,MGR0078
REQ01701,Maintenance,2025-11-26,50,98,Yes,2026-01-15,MGR0172
REQ01702,Customer Service,2024-07-19,45,74,Yes,2024-09-02,MGR0260
REQ01703,Operations,2025-03-20,51,137,No,2025-05-10,MGR0241
REQ01704,Operations,2024-08-25,57,57,Yes,2024-10-21,MGR0009
REQ01705,Operations,2023-02-16,71,38,No,2023-04-28,MGR0286
REQ01706,Operations,2023-03-30,41,79,No,2023-05-10,MGR0158
REQ01707,Operations,2025-12-15,34,127,Yes,2026-01-18,MGR0235
REQ01708,Operations,2025-06-10,53,85,Yes,2025-08-02,MGR0270
REQ01709,Operations,2023-05-27,21,11,Yes,2023-06-17,MGR0253
REQ01710,Customer Service,2025-09-13,53,75,Yes,2025-11-05,MGR0040
REQ01711,Planning,2025-09-14,100,92,No,2025-12-23,MGR0112
REQ01712,HR,2023-06-09,30,109,Yes,2023-07-09,MGR0149
REQ01713,Maintenance,2023-10-19,32,83,Yes,2023-11-20,MGR0227
REQ01714,Operations,2024-01-20,32,100,Yes,2024-02-21,MGR0101
REQ01715,Planning,2023-06-11,89,138,Yes,2023-09-08,MGR0141
REQ01716,IT,2025-09-27,70,36,Yes,2025-12-06,MGR0055
REQ01717,Safety & Compliance,2024-06-13,26,28,Yes,2024-07-09,MGR0159
REQ01718,Maintenance,2025-06-06,32,140,Yes,2025-07-08,MGR0086
REQ01719,Operations,2024-10-29,71,63,Yes,2025-01-08,MGR0019
REQ01720,Customer Service,2023-08-13,22,30,Yes,2023-09-04,MGR0166
REQ01721,Operations,2024-09-28,69,24,No,2024-12-06,MGR0202
REQ01722,Operations,2023-07-22,28,127,Yes,2023-08-19,MGR0121
REQ01723,Maintenance,2024-05-21,57,12,Yes,2024-07-17,MGR0093
REQ01724,Maintenance,2023-05-09,29,140,Yes,2023-06-07,MGR0151
REQ01725,HR,2023-12-22,45,119,Yes,2024-02-05,MGR0029
REQ01726,Operations,2023-07-04,65,108,Yes,2023-09-07,MGR0234
REQ01727,Customer Service,2025-08-23,19,81,Yes,2025-09-11,MGR0033
REQ01728,Operations,2023-08-10,66,57,No,2023-10-15,MGR0295
REQ01729,Maintenance,2024-01-04,51,94,Yes,2024-02-24,MGR0055
REQ01730,Operations,2025-12-04,24,48,No,2025-12-28,MGR0242
REQ01731,Finance,2023-02-07,62,118,Yes,2023-04-10,MGR0216
REQ01732,IT,2024-01-20,102,47,No,2024-05-01,MGR0257
REQ01733,Operations,2025-10-14,53,21,Yes,2025-12-06,MGR0169
REQ01734,Maintenance,2023-04-21,74,140,Yes,2023-07-04,MGR0014
REQ01735,Operations,2023-08-20,28,29,Yes,2023-09-17,MGR0062
REQ01736,Operations,2024-05-11,49,99,Yes,2024-06-29,MGR0145
REQ01737,Operations,2023-07-06,42,83,Yes,2023-08-17,MGR0255
REQ01738,Operations,2025-11-10,53,59,No,2026-01-02,MGR0235
REQ01739,Operations,2023-04-18,30,113,No,2023-05-18,MGR0187
REQ01740,Customer Service,2024-06-27,38,81,No,2024-08-04,MGR0110
REQ01741,Operations,2023-01-14,57,148,Yes,2023-03-12,MGR0053
REQ01742,Maintenance,2023-12-10,27,130,Yes,2024-01-06,MGR0087
REQ01743,Maintenance,2025-06-14,24,9,Yes,2025-07-08,MGR0273
REQ01744,Maintenance,2023-07-20,57,56,Yes,2023-09-15,MGR0283
REQ01745,Customer Service,2025-06-03,31,32,Yes,2025-07-04,MGR0247
REQ01746,Finance,2024-07-31,21,144,Yes,2024-08-21,MGR0202
REQ01747,Operations,2024-09-07,75,11,Yes,2024-11-21,MGR0282
REQ01748,IT,2025-05-12,81,29,Yes,2025-08-01,MGR0193
REQ01749,IT,2024-05-23,76,106,Yes,2024-08-07,MGR0224
REQ01750,Operations,2024-12-14,60,128,No,2025-02-12,MGR0138
REQ01751,HR,2025-02-06,69,22,Yes,2025-04-16,MGR0086
REQ01752,Operations,2025-09-25,38,49,No,2025-11-02,MGR0271
REQ01753,IT,2024-01-10,101,75,Yes,2024-04-20,MGR0138
REQ01754,Finance,2023-04-24,60,139,Yes,2023-06-23,MGR0106
REQ01755,Maintenance,2025-03-01,30,60,Yes,2025-03-31,MGR0297
REQ01756,Operations,2024-11-07,20,74,No,2024-11-27,MGR0153
REQ01757,Operations,2025-01-02,67,113,No,2025-03-10,MGR0226
REQ01758,Maintenance,2023-12-09,42,116,Yes,2024-01-20,MGR0215
REQ01759,Operations,2023-03-31,59,60,Yes,2023-05-29,MGR0215
REQ01760,Operations,2025-01-02,33,81,Yes,2025-02-04,MGR0011
REQ01761,Maintenance,2024-07-17,39,87,Yes,2024-08-25,MGR0174
REQ01762,Customer Service,2023-11-11,67,101,Yes,2024-01-17,MGR0108
REQ01763,Safety & Compliance,2024-11-10,47,20,Yes,2024-12-27,MGR0281
REQ01764,Operations,2024-09-02,32,63,Yes,2024-10-04,MGR0240
REQ01765,Planning,2023-12-07,58,57,Yes,2024-02-03,MGR0039
REQ01766,HR,2025-04-11,51,56,Yes,2025-06-01,MGR0124
REQ01767,HR,2024-01-04,44,54,Yes,2024-02-17,MGR0148
REQ01768,Operations,2024-01-07,37,61,No,2024-02-13,MGR0182
REQ01769,IT,2023-07-19,93,50,Yes,2023-10-20,MGR0154
REQ01770,Operations,2025-10-22,43,26,Yes,2025-12-04,MGR0096
REQ01771,Operations,2025-12-28,20,74,Yes,2026-01-17,MGR0177
REQ01772,Operations,2025-04-30,51,47,No,2025-06-20,MGR0042
REQ01773,Operations,2025-12-25,73,144,Yes,2026-03-08,MGR0147
REQ01774,Finance,2025-08-05,20,20,Yes,2025-08-25,MGR0019
REQ01775,Maintenance,2023-10-09,37,40,Yes,2023-11-15,MGR0047
REQ01776,HR,2023-08-18,21,58,Yes,2023-09-08,MGR0145
REQ01777,Customer Service,2024-01-05,73,88,No,2024-03-18,MGR0198
REQ01778,Finance,2025-03-13,22,67,No,2025-04-04,MGR0050
REQ01779,Maintenance,2025-01-13,72,59,Yes,2025-03-26,MGR0125
REQ01780,Customer Service,2025-06-22,71,22,Yes,2025-09-01,MGR0064
REQ01781,Customer Service,2024-10-15,40,8,No,2024-11-24,MGR0170
REQ01782,Operations,2023-07-21,70,19,Yes,2023-09-29,MGR0247
REQ01783,Operations,2023-10-18,69,55,Yes,2023-12-26,MGR0238
REQ01784,Operations,2023-10-10,62,93,Yes,2023-12-11,MGR0051
REQ01785,Operations,2024-12-01,40,82,Yes,2025-01-10,MGR0137
REQ01786,IT,2023-01-30,120,36,Yes,2023-05-30,MGR0154
REQ01787,Finance,2025-09-04,68,112,Yes,2025-11-11,MGR0006
REQ01788,Maintenance,2024-08-22,46,30,Yes,2024-10-07,MGR0056
REQ01789,Safety & Compliance,2024-03-27,62,111,Yes,2024-05-28,MGR0095
REQ01790,Operations,2023-04-05,22,121,Yes,2023-04-27,MGR0260
REQ01791,Maintenance,2025-05-14,64,106,Yes,2025-07-17,MGR0208
REQ01792,Maintenance,2024-01-25,29,108,Yes,2024-02-23,MGR0208
REQ01793,Operations,2025-02-25,51,140,Yes,2025-04-17,MGR0183
REQ01794,Maintenance,2025-07-01,21,109,Yes,2025-07-22,MGR0067
REQ01795,Planning,2024-07-02,102,88,No,2024-10-12,MGR0074
REQ01796,IT,2023-08-06,95,57,Yes,2023-11-09,MGR0032
REQ01797,Customer Service,2024-06-03,39,60,Yes,2024-07-12,MGR0234
REQ01798,Maintenance,2024-06-04,70,100,Yes,2024-08-13,MGR0164
REQ01799,Operations,2025-06-14,69,11,Yes,2025-08-22,MGR0067
REQ01800,IT,2024-05-04,76,99,Yes,2024-07-19,MGR0067
REQ01801,Operations,2025-03-02,26,69,Yes,2025-03-28,MGR0085
REQ01802,Finance,2025-07-26,49,85,Yes,2025-09-13,MGR0056
REQ01803,Safety & Compliance,2024-01-30,60,17,Yes,2024-03-30,MGR0199
REQ01804,Operations,2025-07-18,68,96,Yes,2025-09-24,MGR0173
REQ01805,Finance,2023-07-11,55,73,Yes,2023-09-04,MGR0284
REQ01806,IT,2024-09-14,63,42,Yes,2024-11-16,MGR0142
REQ01807,Safety & Compliance,2024-08-13,43,88,Yes,2024-09-25,MGR0294
REQ01808,Operations,2023-07-19,57,27,Yes,2023-09-14,MGR0241
REQ01809,Customer Service,2025-03-25,34,22,Yes,2025-04-28,MGR0246
REQ01810,Customer Service,2024-11-20,50,18,Yes,2025-01-09,MGR0202
REQ01811,Operations,2024-03-07,66,116,Yes,2024-05-12,MGR0028
REQ01812,Maintenance,2025-05-29,18,11,Yes,2025-06-16,MGR0268
REQ01813,Safety & Compliance,2024-08-14,37,73,Yes,2024-09-20,MGR0169
